CREATED_TIMESTAMP,METRIC_VALUE_FLOAT
01-JUN-19 09.30.00 AM,1.18
01-JUN-19 09.45.00 AM,1.36
01-JUN-19 09.35.00 AM,1.45
01-JUN-19 09.40.00 AM,1.34
01-JUN-19 08.35.00 AM,0.77
01-JUN-19 08.40.00 AM,0.84
01-JUN-19 08.45.00 AM,0.98
01-JUN-19 08.50.00 AM,0.85
01-JUN-19 08.55.00 AM,0.99
01-JUN-19 09.00.00 AM,1.19
01-JUN-19 08.00.00 AM,0.86
01-JUN-19 08.05.00 AM,1.09
01-JUN-19 08.10.00 AM,1.16
01-JUN-19 08.15.00 AM,1.06
01-JUN-19 08.20.00 AM,0.99
01-JUN-19 08.30.00 AM,0.92
01-JUN-19 08.25.00 AM,1.02
01-JUN-19 07.30.00 AM,0.87
01-JUN-19 07.35.00 AM,0.98
01-JUN-19 07.40.00 AM,1
01-JUN-19 07.45.00 AM,1.01
01-JUN-19 07.50.00 AM,0.71
01-JUN-19 07.55.00 AM,0.76
01-JUN-19 06.55.00 AM,0.37
01-JUN-19 06.50.00 AM,0.29
01-JUN-19 07.00.00 AM,0.51
01-JUN-19 07.15.00 AM,0.69
01-JUN-19 07.05.00 AM,0.54
01-JUN-19 07.10.00 AM,0.84
01-JUN-19 07.20.00 AM,0.86
01-JUN-19 07.25.00 AM,0.97
01-JUN-19 06.05.00 AM,0.2
01-JUN-19 06.10.00 AM,0.18
01-JUN-19 06.15.00 AM,0.21
01-JUN-19 06.30.00 AM,0.4
01-JUN-19 06.20.00 AM,0.21
01-JUN-19 06.25.00 AM,0.28
01-JUN-19 06.35.00 AM,0.4
01-JUN-19 06.40.00 AM,0.4
01-JUN-19 06.45.00 AM,0.39
01-JUN-19 05.35.00 AM,0.21
01-JUN-19 05.40.00 AM,0.16
01-JUN-19 05.45.00 AM,0.16
01-JUN-19 05.55.00 AM,0.21
01-JUN-19 06.00.00 AM,0.28
01-JUN-19 04.50.00 AM,0.2
01-JUN-19 04.55.00 AM,0.23
01-JUN-19 05.00.00 AM,0.17
01-JUN-19 05.15.00 AM,0.14
01-JUN-19 05.05.00 AM,0.17
01-JUN-19 05.10.00 AM,0.22
01-JUN-19 05.20.00 AM,0.13
01-JUN-19 05.25.00 AM,0.19
01-JUN-19 05.30.00 AM,0.19
01-JUN-19 04.20.00 AM,0.27
01-JUN-19 04.25.00 AM,0.24
01-JUN-19 04.30.00 AM,0.25
01-JUN-19 04.40.00 AM,0.27
01-JUN-19 04.45.00 AM,0.31
01-JUN-19 04.35.00 AM,0.41
01-JUN-19 03.50.00 AM,0.44
01-JUN-19 03.55.00 AM,0.35
01-JUN-19 04.00.00 AM,0.35
01-JUN-19 04.05.00 AM,0.33
01-JUN-19 04.10.00 AM,0.44
01-JUN-19 04.15.00 AM,0.3
01-JUN-19 03.05.00 AM,0.26
01-JUN-19 03.10.00 AM,0.26
01-JUN-19 03.20.00 AM,0.35
01-JUN-19 03.25.00 AM,0.25
01-JUN-19 03.30.00 AM,0.32
01-JUN-19 03.35.00 AM,0.55
01-JUN-19 03.40.00 AM,0.35
01-JUN-19 03.45.00 AM,0.4
01-JUN-19 02.25.00 AM,0.49
01-JUN-19 02.30.00 AM,0.43
01-JUN-19 02.45.00 AM,0.36
01-JUN-19 02.35.00 AM,0.51
01-JUN-19 02.40.00 AM,0.48
01-JUN-19 02.50.00 AM,0.25
01-JUN-19 02.55.00 AM,0.26
01-JUN-19 03.00.00 AM,0.32
01-JUN-19 03.15.00 AM,0.24
01-JUN-19 01.35.00 AM,0.36
01-JUN-19 01.40.00 AM,0.34
01-JUN-19 01.45.00 AM,0.41
01-JUN-19 01.50.00 AM,0.49
01-JUN-19 01.55.00 AM,0.45
01-JUN-19 02.00.00 AM,0.49
01-JUN-19 02.15.00 AM,0.47
01-JUN-19 01.05.00 AM,1.05
01-JUN-19 01.10.00 AM,0.74
01-JUN-19 01.20.00 AM,0.84
01-JUN-19 01.25.00 AM,0.6
01-JUN-19 01.30.00 AM,0.4
01-JUN-19 12.30.00 AM,0.95
01-JUN-19 12.20.00 AM,0.72
01-JUN-19 12.25.00 AM,1.03
01-JUN-19 12.35.00 AM,0.69
01-JUN-19 12.40.00 AM,0.86
01-JUN-19 12.45.00 AM,1.15
01-JUN-19 12.50.00 AM,1.13
01-JUN-19 12.55.00 AM,1.12
01-JUN-19 01.00.00 AM,0.79
01-JUN-19 01.15.00 AM,0.87
01-JUN-19 12.00.00 AM,1.67
01-JUN-19 12.15.00 AM,0.9
01-JUN-19 12.05.00 AM,1.29
01-JUN-19 12.10.00 AM,1.07
02-JUN-19 11.25.00 PM,1.38
02-JUN-19 11.30.00 PM,1.46
02-JUN-19 11.20.00 PM,0.97
02-JUN-19 11.35.00 PM,1.55
02-JUN-19 11.40.00 PM,1.28
02-JUN-19 11.45.00 PM,1.04
02-JUN-19 11.55.00 PM,1.03
02-JUN-19 11.05.00 PM,1.16
02-JUN-19 11.10.00 PM,1.04
02-JUN-19 11.15.00 PM,0.9
02-JUN-19 10.55.00 PM,1.14
02-JUN-19 10.50.00 PM,1.49
02-JUN-19 11.00.00 PM,0.96
02-JUN-19 10.45.00 PM,1.49
02-JUN-19 10.35.00 PM,1.3
02-JUN-19 10.40.00 PM,1.49
02-JUN-19 10.20.00 PM,1.26
02-JUN-19 10.25.00 PM,1.15
02-JUN-19 10.30.00 PM,1.19
02-JUN-19 10.10.00 PM,1.77
02-JUN-19 10.00.00 PM,2
02-JUN-19 10.15.00 PM,1.51
02-JUN-19 10.05.00 PM,2.05
02-JUN-19 09.20.00 PM,1.62
02-JUN-19 09.25.00 PM,1.77
02-JUN-19 09.30.00 PM,1.4
02-JUN-19 09.40.00 PM,1.52
02-JUN-19 09.35.00 PM,1.43
02-JUN-19 09.45.00 PM,1.34
02-JUN-19 09.50.00 PM,1.67
02-JUN-19 09.55.00 PM,1.96
02-JUN-19 09.05.00 PM,1.86
02-JUN-19 09.10.00 PM,1.79
02-JUN-19 09.15.00 PM,1.62
02-JUN-19 08.45.00 PM,1.71
02-JUN-19 08.40.00 PM,2.33
02-JUN-19 08.35.00 PM,2.29
02-JUN-19 08.50.00 PM,1.52
02-JUN-19 08.55.00 PM,1.54
02-JUN-19 09.00.00 PM,1.42
02-JUN-19 08.20.00 PM,2.56
02-JUN-19 08.25.00 PM,2.4
02-JUN-19 08.30.00 PM,2.24
02-JUN-19 08.15.00 PM,2.46
02-JUN-19 08.05.00 PM,2.05
02-JUN-19 08.10.00 PM,2.09
02-JUN-19 07.55.00 PM,1.42
02-JUN-19 08.00.00 PM,2.05
02-JUN-19 07.30.00 PM,1.53
02-JUN-19 07.20.00 PM,1.69
02-JUN-19 07.25.00 PM,1.8
02-JUN-19 07.35.00 PM,1.77
02-JUN-19 07.40.00 PM,1.62
02-JUN-19 07.45.00 PM,1.45
02-JUN-19 07.50.00 PM,1.32
02-JUN-19 07.05.00 PM,1.97
02-JUN-19 07.10.00 PM,1.48
02-JUN-19 06.50.00 PM,1.8
02-JUN-19 06.55.00 PM,1.68
02-JUN-19 07.00.00 PM,1.32
02-JUN-19 07.15.00 PM,1.75
02-JUN-19 06.00.00 PM,2.06
02-JUN-19 06.05.00 PM,1.9
02-JUN-19 06.10.00 PM,1.96
02-JUN-19 06.15.00 PM,1.7
02-JUN-19 06.20.00 PM,1.86
02-JUN-19 06.25.00 PM,1.8
02-JUN-19 06.30.00 PM,2.08
02-JUN-19 06.45.00 PM,1.46
02-JUN-19 06.35.00 PM,1.82
02-JUN-19 06.40.00 PM,1.41
02-JUN-19 05.35.00 PM,1.73
02-JUN-19 05.40.00 PM,1.87
02-JUN-19 05.45.00 PM,1.91
02-JUN-19 05.50.00 PM,1.89
02-JUN-19 05.55.00 PM,2.03
02-JUN-19 05.05.00 PM,1.47
02-JUN-19 05.10.00 PM,1.69
02-JUN-19 05.15.00 PM,1.45
02-JUN-19 05.20.00 PM,1.47
02-JUN-19 05.25.00 PM,1.71
02-JUN-19 05.30.00 PM,1.62
02-JUN-19 04.35.00 PM,2
02-JUN-19 04.40.00 PM,2.32
02-JUN-19 04.45.00 PM,1.76
02-JUN-19 04.50.00 PM,1.32
02-JUN-19 04.55.00 PM,1.41
02-JUN-19 05.00.00 PM,1.53
02-JUN-19 04.05.00 PM,1.52
02-JUN-19 04.10.00 PM,1.46
02-JUN-19 04.15.00 PM,1.55
02-JUN-19 04.30.00 PM,2.15
02-JUN-19 04.20.00 PM,1.73
02-JUN-19 04.25.00 PM,1.5
02-JUN-19 03.55.00 PM,1.54
02-JUN-19 03.50.00 PM,1.68
02-JUN-19 04.00.00 PM,1.33
02-JUN-19 03.15.00 PM,1.89
02-JUN-19 03.05.00 PM,1.78
02-JUN-19 03.10.00 PM,1.79
02-JUN-19 03.20.00 PM,1.73
02-JUN-19 03.25.00 PM,1.79
02-JUN-19 03.30.00 PM,1.64
02-JUN-19 03.35.00 PM,1.65
02-JUN-19 03.40.00 PM,1.66
02-JUN-19 03.45.00 PM,1.57
02-JUN-19 02.55.00 PM,1.68
02-JUN-19 02.50.00 PM,1.8
02-JUN-19 03.00.00 PM,1.71
02-JUN-19 02.30.00 PM,1.46
02-JUN-19 02.20.00 PM,1.25
02-JUN-19 02.25.00 PM,1.34
02-JUN-19 02.45.00 PM,1.41
02-JUN-19 02.35.00 PM,1.14
02-JUN-19 02.40.00 PM,1.06
02-JUN-19 01.40.00 PM,1.26
02-JUN-19 01.35.00 PM,1.35
02-JUN-19 01.45.00 PM,1.34
02-JUN-19 01.50.00 PM,1.34
02-JUN-19 01.55.00 PM,1.17
02-JUN-19 02.00.00 PM,1.34
02-JUN-19 02.05.00 PM,1.4
02-JUN-19 02.10.00 PM,1.51
02-JUN-19 02.15.00 PM,1.6
02-JUN-19 01.00.00 PM,1.47
02-JUN-19 01.05.00 PM,1.55
02-JUN-19 01.10.00 PM,1.25
02-JUN-19 01.15.00 PM,1.22
02-JUN-19 01.20.00 PM,1
02-JUN-19 01.30.00 PM,1.46
02-JUN-19 01.25.00 PM,1.68
02-JUN-19 12.35.00 PM,1.31
02-JUN-19 12.40.00 PM,1.89
02-JUN-19 12.45.00 PM,1.62
02-JUN-19 12.50.00 PM,1.62
02-JUN-19 12.55.00 PM,1.4
02-JUN-19 12.20.00 PM,0.91
02-JUN-19 12.25.00 PM,0.94
02-JUN-19 12.30.00 PM,1.24
02-JUN-19 11.50.00 AM,1.16
02-JUN-19 12.00.00 PM,1.31
02-JUN-19 12.05.00 PM,1.25
02-JUN-19 12.15.00 PM,1.09
02-JUN-19 12.10.00 PM,1.28
02-JUN-19 11.35.00 AM,1.06
02-JUN-19 11.40.00 AM,1.06
02-JUN-19 11.45.00 AM,1.23
02-JUN-19 11.55.00 AM,1.2
02-JUN-19 11.15.00 AM,1.04
02-JUN-19 11.05.00 AM,1.01
02-JUN-19 11.10.00 AM,1.06
02-JUN-19 11.20.00 AM,1.2
02-JUN-19 11.25.00 AM,0.96
02-JUN-19 11.30.00 AM,0.94
02-JUN-19 10.35.00 AM,1.42
02-JUN-19 10.40.00 AM,0.98
02-JUN-19 10.45.00 AM,1.54
02-JUN-19 10.50.00 AM,1.44
02-JUN-19 10.55.00 AM,0.99
02-JUN-19 11.00.00 AM,1.1
02-JUN-19 09.50.00 AM,0.82
02-JUN-19 09.55.00 AM,0.99
02-JUN-19 10.00.00 AM,1.01
02-JUN-19 10.15.00 AM,0.89
02-JUN-19 10.05.00 AM,0.85
02-JUN-19 10.10.00 AM,1.24
02-JUN-19 10.20.00 AM,0.84
02-JUN-19 10.25.00 AM,0.97
02-JUN-19 10.30.00 AM,1.13
02-JUN-19 09.20.00 AM,0.82
02-JUN-19 09.25.00 AM,0.73
02-JUN-19 09.30.00 AM,0.77
02-JUN-19 09.35.00 AM,1.08
02-JUN-19 09.40.00 AM,0.83
02-JUN-19 09.45.00 AM,0.71
02-JUN-19 09.00.00 AM,0.78
02-JUN-19 09.05.00 AM,0.78
02-JUN-19 09.10.00 AM,0.73
02-JUN-19 09.15.00 AM,0.74
02-JUN-19 08.30.00 AM,0.71
02-JUN-19 08.20.00 AM,0.79
02-JUN-19 08.25.00 AM,0.63
02-JUN-19 08.35.00 AM,0.72
02-JUN-19 08.40.00 AM,1.1
02-JUN-19 08.45.00 AM,1.04
02-JUN-19 08.50.00 AM,0.63
02-JUN-19 08.55.00 AM,0.63
02-JUN-19 07.50.00 AM,0.53
02-JUN-19 07.55.00 AM,0.5
02-JUN-19 08.00.00 AM,0.53
02-JUN-19 08.05.00 AM,0.64
02-JUN-19 08.10.00 AM,0.65
02-JUN-19 08.15.00 AM,0.87
02-JUN-19 07.15.00 AM,0.48
02-JUN-19 07.20.00 AM,0.46
02-JUN-19 07.25.00 AM,0.6
02-JUN-19 07.30.00 AM,0.47
02-JUN-19 07.45.00 AM,0.44
02-JUN-19 07.35.00 AM,0.48
02-JUN-19 07.40.00 AM,0.5
02-JUN-19 06.35.00 AM,0.4
02-JUN-19 06.40.00 AM,0.39
02-JUN-19 06.45.00 AM,0.53
02-JUN-19 06.50.00 AM,0.52
02-JUN-19 06.55.00 AM,0.52
02-JUN-19 07.00.00 AM,0.46
02-JUN-19 07.05.00 AM,0.43
02-JUN-19 07.10.00 AM,0.42
02-JUN-19 05.50.00 AM,0.31
02-JUN-19 05.55.00 AM,0.36
02-JUN-19 06.00.00 AM,0.39
02-JUN-19 06.10.00 AM,0.4
02-JUN-19 06.05.00 AM,0.47
02-JUN-19 06.15.00 AM,0.34
02-JUN-19 06.20.00 AM,0.35
02-JUN-19 06.25.00 AM,0.29
02-JUN-19 06.30.00 AM,0.45
02-JUN-19 05.30.00 AM,0.22
02-JUN-19 05.25.00 AM,0.26
02-JUN-19 05.20.00 AM,0.27
02-JUN-19 05.35.00 AM,0.28
02-JUN-19 05.40.00 AM,0.3
02-JUN-19 05.45.00 AM,0.36
02-JUN-19 04.45.00 AM,0.38
02-JUN-19 04.35.00 AM,0.53
02-JUN-19 04.40.00 AM,0.46
02-JUN-19 04.50.00 AM,0.33
02-JUN-19 04.55.00 AM,0.35
02-JUN-19 05.00.00 AM,0.39
02-JUN-19 05.15.00 AM,0.29
02-JUN-19 05.05.00 AM,0.36
02-JUN-19 05.10.00 AM,0.33
02-JUN-19 04.15.00 AM,0.47
02-JUN-19 04.05.00 AM,0.54
02-JUN-19 04.10.00 AM,0.45
02-JUN-19 04.20.00 AM,0.45
02-JUN-19 04.25.00 AM,0.38
02-JUN-19 04.30.00 AM,0.51
02-JUN-19 03.20.00 AM,0.47
02-JUN-19 03.25.00 AM,0.42
02-JUN-19 03.30.00 AM,0.49
02-JUN-19 03.35.00 AM,0.43
02-JUN-19 03.40.00 AM,0.41
02-JUN-19 03.45.00 AM,0.43
02-JUN-19 03.50.00 AM,0.59
02-JUN-19 03.55.00 AM,0.51
02-JUN-19 04.00.00 AM,0.59
02-JUN-19 02.55.00 AM,0.5
02-JUN-19 03.00.00 AM,0.43
02-JUN-19 03.10.00 AM,0.42
02-JUN-19 03.05.00 AM,0.47
02-JUN-19 03.15.00 AM,0.52
02-JUN-19 02.15.00 AM,0.46
02-JUN-19 02.20.00 AM,0.5
02-JUN-19 02.25.00 AM,0.58
02-JUN-19 02.30.00 AM,0.45
02-JUN-19 02.35.00 AM,0.51
02-JUN-19 02.40.00 AM,0.49
02-JUN-19 02.45.00 AM,0.66
02-JUN-19 02.50.00 AM,0.41
02-JUN-19 01.35.00 AM,0.67
02-JUN-19 01.40.00 AM,0.63
02-JUN-19 01.45.00 AM,0.68
02-JUN-19 01.50.00 AM,0.63
02-JUN-19 01.55.00 AM,0.66
02-JUN-19 02.00.00 AM,0.81
02-JUN-19 02.10.00 AM,0.58
02-JUN-19 01.10.00 AM,0.89
02-JUN-19 01.15.00 AM,1.17
02-JUN-19 01.20.00 AM,0.86
02-JUN-19 01.25.00 AM,0.82
02-JUN-19 01.30.00 AM,1
02-JUN-19 12.45.00 AM,0.89
02-JUN-19 12.35.00 AM,0.73
02-JUN-19 12.40.00 AM,0.79
02-JUN-19 12.50.00 AM,0.94
02-JUN-19 12.55.00 AM,0.78
02-JUN-19 01.00.00 AM,1.16
02-JUN-19 01.05.00 AM,0.85
02-JUN-19 12.00.00 AM,0.95
02-JUN-19 12.05.00 AM,1.07
02-JUN-19 12.10.00 AM,1.01
02-JUN-19 12.15.00 AM,0.95
02-JUN-19 12.20.00 AM,0.99
02-JUN-19 12.25.00 AM,0.87
02-JUN-19 12.30.00 AM,0.89
03-JUN-19 11.10.00 PM,1.56
03-JUN-19 11.15.00 PM,1.34
03-JUN-19 11.30.00 PM,1.69
03-JUN-19 11.20.00 PM,1.78
03-JUN-19 11.25.00 PM,1.43
03-JUN-19 10.30.00 PM,1.47
03-JUN-19 10.20.00 PM,1.45
03-JUN-19 10.25.00 PM,1.4
03-JUN-19 10.35.00 PM,1.57
03-JUN-19 10.40.00 PM,1.31
03-JUN-19 10.45.00 PM,1.42
03-JUN-19 10.50.00 PM,1.32
03-JUN-19 10.55.00 PM,1.98
03-JUN-19 11.00.00 PM,1.9
03-JUN-19 09.35.00 PM,1.75
03-JUN-19 09.40.00 PM,1.66
03-JUN-19 09.45.00 PM,1.67
03-JUN-19 09.50.00 PM,1.96
03-JUN-19 09.55.00 PM,1.78
03-JUN-19 10.00.00 PM,2.01
03-JUN-19 10.15.00 PM,1.75
03-JUN-19 10.05.00 PM,1.83
03-JUN-19 10.10.00 PM,1.8
03-JUN-19 09.15.00 PM,1.7
03-JUN-19 09.05.00 PM,1.47
03-JUN-19 09.10.00 PM,2.03
03-JUN-19 09.30.00 PM,1.68
03-JUN-19 09.20.00 PM,1.78
03-JUN-19 09.25.00 PM,1.6
03-JUN-19 08.35.00 PM,1.74
03-JUN-19 08.40.00 PM,1.84
03-JUN-19 08.45.00 PM,1.9
03-JUN-19 08.50.00 PM,1.8
03-JUN-19 08.55.00 PM,1.45
03-JUN-19 09.00.00 PM,1.48
03-JUN-19 08.00.00 PM,2.03
03-JUN-19 08.05.00 PM,2.11
03-JUN-19 08.10.00 PM,2
03-JUN-19 08.15.00 PM,1.77
03-JUN-19 08.20.00 PM,1.87
03-JUN-19 08.25.00 PM,1.95
03-JUN-19 08.30.00 PM,2.12
03-JUN-19 07.20.00 PM,1.83
03-JUN-19 07.25.00 PM,1.86
03-JUN-19 07.30.00 PM,1.97
03-JUN-19 07.35.00 PM,2.29
03-JUN-19 07.40.00 PM,1.93
03-JUN-19 07.45.00 PM,2.21
03-JUN-19 07.50.00 PM,1.9
03-JUN-19 07.55.00 PM,1.73
03-JUN-19 06.35.00 PM,1.77
03-JUN-19 06.40.00 PM,1.65
03-JUN-19 06.45.00 PM,1.76
03-JUN-19 06.50.00 PM,1.94
03-JUN-19 07.00.00 PM,1.69
03-JUN-19 06.55.00 PM,1.6
03-JUN-19 07.15.00 PM,1.75
03-JUN-19 07.05.00 PM,1.64
03-JUN-19 07.10.00 PM,1.54
03-JUN-19 06.05.00 PM,1.18
03-JUN-19 06.15.00 PM,1.5
03-JUN-19 06.10.00 PM,1.29
03-JUN-19 06.20.00 PM,1.38
03-JUN-19 06.25.00 PM,1.49
03-JUN-19 06.30.00 PM,1.56
03-JUN-19 05.35.00 PM,1.25
03-JUN-19 05.40.00 PM,1.35
03-JUN-19 05.45.00 PM,1.54
03-JUN-19 05.50.00 PM,1.87
03-JUN-19 05.55.00 PM,1.52
03-JUN-19 06.00.00 PM,1.28
03-JUN-19 04.50.00 PM,1.73
03-JUN-19 05.00.00 PM,1.75
03-JUN-19 05.05.00 PM,1.75
03-JUN-19 05.10.00 PM,1.57
03-JUN-19 05.15.00 PM,1.45
03-JUN-19 05.25.00 PM,1.52
03-JUN-19 05.20.00 PM,1.84
03-JUN-19 05.30.00 PM,1.51
03-JUN-19 04.35.00 PM,1.63
03-JUN-19 04.40.00 PM,1.49
03-JUN-19 04.45.00 PM,1.38
03-JUN-19 04.55.00 PM,1.65
03-JUN-19 03.50.00 PM,1.3
03-JUN-19 03.55.00 PM,1.95
03-JUN-19 04.00.00 PM,1.81
03-JUN-19 04.05.00 PM,1.36
03-JUN-19 04.10.00 PM,1.53
03-JUN-19 04.15.00 PM,1.21
03-JUN-19 04.20.00 PM,1.2
03-JUN-19 04.25.00 PM,1.32
03-JUN-19 04.30.00 PM,1.77
03-JUN-19 03.20.00 PM,1.25
03-JUN-19 03.25.00 PM,1.14
03-JUN-19 03.30.00 PM,1.2
03-JUN-19 03.35.00 PM,1.22
03-JUN-19 03.45.00 PM,1.26
03-JUN-19 03.40.00 PM,1.28
03-JUN-19 03.10.00 PM,1.33
03-JUN-19 03.15.00 PM,1.35
03-JUN-19 03.05.00 PM,1.31
03-JUN-19 02.40.00 PM,1.54
03-JUN-19 02.35.00 PM,1.81
03-JUN-19 02.45.00 PM,1.21
03-JUN-19 02.50.00 PM,1.15
03-JUN-19 02.55.00 PM,1.16
03-JUN-19 03.00.00 PM,1.24
03-JUN-19 02.05.00 PM,1.13
03-JUN-19 02.10.00 PM,1.33
03-JUN-19 02.15.00 PM,1.37
03-JUN-19 02.20.00 PM,1.61
03-JUN-19 02.25.00 PM,1.46
03-JUN-19 02.30.00 PM,1.76
03-JUN-19 01.35.00 PM,1.18
03-JUN-19 01.40.00 PM,1.1
03-JUN-19 01.45.00 PM,1.11
03-JUN-19 01.50.00 PM,1.28
03-JUN-19 01.55.00 PM,1.5
03-JUN-19 02.00.00 PM,1.23
03-JUN-19 01.20.00 PM,1.5
03-JUN-19 01.25.00 PM,1.26
03-JUN-19 01.30.00 PM,1.19
03-JUN-19 01.05.00 PM,1.57
03-JUN-19 01.10.00 PM,1.36
03-JUN-19 01.15.00 PM,1.56
03-JUN-19 12.35.00 PM,1.4
03-JUN-19 12.40.00 PM,1.57
03-JUN-19 12.45.00 PM,1.42
03-JUN-19 12.55.00 PM,1.6
03-JUN-19 01.00.00 PM,1.59
03-JUN-19 12.50.00 PM,1.36
03-JUN-19 11.50.00 AM,1.97
03-JUN-19 12.00.00 PM,1.65
03-JUN-19 11.55.00 AM,1.53
03-JUN-19 12.05.00 PM,1.18
03-JUN-19 12.15.00 PM,1.36
03-JUN-19 12.10.00 PM,1.26
03-JUN-19 12.30.00 PM,1.17
03-JUN-19 12.20.00 PM,1.25
03-JUN-19 12.25.00 PM,1.24
03-JUN-19 11.40.00 AM,1.67
03-JUN-19 11.15.00 AM,1.45
03-JUN-19 11.20.00 AM,1.57
03-JUN-19 11.25.00 AM,1.58
03-JUN-19 11.30.00 AM,1.5
03-JUN-19 11.35.00 AM,1.66
03-JUN-19 11.45.00 AM,1.65
03-JUN-19 10.35.00 AM,1.26
03-JUN-19 10.40.00 AM,1.28
03-JUN-19 10.45.00 AM,1.31
03-JUN-19 10.55.00 AM,1.3
03-JUN-19 10.50.00 AM,1.19
03-JUN-19 11.00.00 AM,1.39
03-JUN-19 11.05.00 AM,1.28
03-JUN-19 11.10.00 AM,1.34
03-JUN-19 10.00.00 AM,1.6
03-JUN-19 10.15.00 AM,2.01
03-JUN-19 10.05.00 AM,1.33
03-JUN-19 10.10.00 AM,1.86
03-JUN-19 10.30.00 AM,1.63
03-JUN-19 10.20.00 AM,1.77
03-JUN-19 10.25.00 AM,1.77
03-JUN-19 09.50.00 AM,1.7
03-JUN-19 09.55.00 AM,1.44
03-JUN-19 09.15.00 AM,1.52
03-JUN-19 09.20.00 AM,1.25
03-JUN-19 09.25.00 AM,1.32
03-JUN-19 09.30.00 AM,1.44
03-JUN-19 09.35.00 AM,1.88
03-JUN-19 09.40.00 AM,1.84
03-JUN-19 09.45.00 AM,1.55
03-JUN-19 09.00.00 AM,1.63
03-JUN-19 09.05.00 AM,1.53
03-JUN-19 09.10.00 AM,1.62
03-JUN-19 08.35.00 AM,1.02
03-JUN-19 08.40.00 AM,1.49
03-JUN-19 08.45.00 AM,1.34
03-JUN-19 08.55.00 AM,1.31
03-JUN-19 08.50.00 AM,1.19
03-JUN-19 07.55.00 AM,1.14
03-JUN-19 07.50.00 AM,1.6
03-JUN-19 08.00.00 AM,1.17
03-JUN-19 08.05.00 AM,1.01
03-JUN-19 08.10.00 AM,1.1
03-JUN-19 08.15.00 AM,1.2
03-JUN-19 08.20.00 AM,1.16
03-JUN-19 08.25.00 AM,1.23
03-JUN-19 08.30.00 AM,1.04
03-JUN-19 07.35.00 AM,0.89
03-JUN-19 07.40.00 AM,0.87
03-JUN-19 07.45.00 AM,1.55
03-JUN-19 07.30.00 AM,0.97
03-JUN-19 07.25.00 AM,0.95
03-JUN-19 07.20.00 AM,0.85
03-JUN-19 07.05.00 AM,0.64
03-JUN-19 07.10.00 AM,0.71
03-JUN-19 07.15.00 AM,0.83
03-JUN-19 06.50.00 AM,0.57
03-JUN-19 06.55.00 AM,0.61
03-JUN-19 07.00.00 AM,0.65
03-JUN-19 06.20.00 AM,0.51
03-JUN-19 06.30.00 AM,0.41
03-JUN-19 06.25.00 AM,0.52
03-JUN-19 06.35.00 AM,0.44
03-JUN-19 06.40.00 AM,0.48
03-JUN-19 06.45.00 AM,0.48
03-JUN-19 05.50.00 AM,0.32
03-JUN-19 05.55.00 AM,0.28
03-JUN-19 06.00.00 AM,0.25
03-JUN-19 06.05.00 AM,0.34
03-JUN-19 06.15.00 AM,0.56
03-JUN-19 06.10.00 AM,0.91
03-JUN-19 05.45.00 AM,0.2
03-JUN-19 05.35.00 AM,0.21
03-JUN-19 05.40.00 AM,0.26
03-JUN-19 04.50.00 AM,0.25
03-JUN-19 04.55.00 AM,0.24
03-JUN-19 05.00.00 AM,0.24
03-JUN-19 05.05.00 AM,0.29
03-JUN-19 05.10.00 AM,0.29
03-JUN-19 05.15.00 AM,0.38
03-JUN-19 05.30.00 AM,0.27
03-JUN-19 05.20.00 AM,0.35
03-JUN-19 05.25.00 AM,0.19
03-JUN-19 04.05.00 AM,0.35
03-JUN-19 04.10.00 AM,0.36
03-JUN-19 04.15.00 AM,0.31
03-JUN-19 04.20.00 AM,0.38
03-JUN-19 04.25.00 AM,0.34
03-JUN-19 04.30.00 AM,0.28
03-JUN-19 04.45.00 AM,0.32
03-JUN-19 04.35.00 AM,0.32
03-JUN-19 04.40.00 AM,0.24
03-JUN-19 03.55.00 AM,0.34
03-JUN-19 03.50.00 AM,0.3
03-JUN-19 04.00.00 AM,0.33
03-JUN-19 03.00.00 AM,0.51
03-JUN-19 03.05.00 AM,0.44
03-JUN-19 03.10.00 AM,0.52
03-JUN-19 03.15.00 AM,0.38
03-JUN-19 03.30.00 AM,0.45
03-JUN-19 03.20.00 AM,0.36
03-JUN-19 03.25.00 AM,0.44
03-JUN-19 03.45.00 AM,0.39
03-JUN-19 03.35.00 AM,0.45
03-JUN-19 03.40.00 AM,0.45
03-JUN-19 02.30.00 AM,0.51
03-JUN-19 02.20.00 AM,0.54
03-JUN-19 02.25.00 AM,0.59
03-JUN-19 02.40.00 AM,0.44
03-JUN-19 02.35.00 AM,0.62
03-JUN-19 02.45.00 AM,0.44
03-JUN-19 02.50.00 AM,0.46
03-JUN-19 02.55.00 AM,0.47
03-JUN-19 01.40.00 AM,0.41
03-JUN-19 01.50.00 AM,0.51
03-JUN-19 01.55.00 AM,0.52
03-JUN-19 02.00.00 AM,0.5
03-JUN-19 02.10.00 AM,0.47
03-JUN-19 02.15.00 AM,0.46
03-JUN-19 01.05.00 AM,0.58
03-JUN-19 01.10.00 AM,0.68
03-JUN-19 01.15.00 AM,1.17
03-JUN-19 01.30.00 AM,0.45
03-JUN-19 01.20.00 AM,0.77
03-JUN-19 01.25.00 AM,0.56
03-JUN-19 01.45.00 AM,0.52
03-JUN-19 01.35.00 AM,0.45
03-JUN-19 12.40.00 AM,0.64
03-JUN-19 12.35.00 AM,0.66
