CREATED_TIMESTAMP,METRIC_VALUE_FLOAT
05-MAY-19 06.15.00 PM,2.23
05-MAY-19 06.30.00 PM,2.01
05-MAY-19 05.45.00 PM,2.16
05-MAY-19 06.00.00 PM,2.31
05-MAY-19 05.30.00 PM,1.64
05-MAY-19 05.00.00 PM,1.34
05-MAY-19 05.15.00 PM,1.73
05-MAY-19 04.45.00 PM,1.65
05-MAY-19 04.15.00 PM,1.92
05-MAY-19 04.30.00 PM,1.8
05-MAY-19 03.45.00 PM,1.73
05-MAY-19 04.00.00 PM,1.38
05-MAY-19 03.30.00 PM,1.86
06-MAY-19 12.30.00 PM,1.45
06-MAY-19 12.45.00 PM,1.07
06-MAY-19 12.15.00 PM,1.18
06-MAY-19 11.45.00 AM,1.08
06-MAY-19 12.00.00 PM,1.3
06-MAY-19 11.15.00 AM,1.2
06-MAY-19 11.30.00 AM,1.26
06-MAY-19 11.00.00 AM,1.51
06-MAY-19 10.30.00 AM,0.81
06-MAY-19 10.45.00 AM,0.94
06-MAY-19 10.00.00 AM,0.83
06-MAY-19 10.15.00 AM,1.05
06-MAY-19 09.45.00 AM,1.13
06-MAY-19 09.15.00 AM,1.41
06-MAY-19 09.30.00 AM,1.54
06-MAY-19 08.45.00 AM,0.95
06-MAY-19 09.00.00 AM,1.22
06-MAY-19 08.15.00 AM,0.62
06-MAY-19 08.30.00 AM,0.88
06-MAY-19 08.00.00 AM,0.58
06-MAY-19 07.30.00 AM,0.34
06-MAY-19 07.45.00 AM,0.93
06-MAY-19 07.00.00 AM,0.46
06-MAY-19 07.15.00 AM,0.4
06-MAY-19 06.45.00 AM,0.36
06-MAY-19 06.15.00 AM,0.4
06-MAY-19 06.30.00 AM,0.27
06-MAY-19 05.45.00 AM,0.16
06-MAY-19 06.00.00 AM,0.19
06-MAY-19 05.30.00 AM,0.21
06-MAY-19 05.00.00 AM,0.2
06-MAY-19 05.15.00 AM,0.19
06-MAY-19 04.30.00 AM,0.29
06-MAY-19 04.45.00 AM,0.21
06-MAY-19 04.00.00 AM,0.5
06-MAY-19 04.15.00 AM,0.31
06-MAY-19 03.45.00 AM,0.31
06-MAY-19 03.15.00 AM,0.28
06-MAY-19 03.30.00 AM,0.33
06-MAY-19 02.45.00 AM,0.32
06-MAY-19 03.00.00 AM,0.26
06-MAY-19 02.30.00 AM,0.25
06-MAY-19 02.00.00 AM,0.47
06-MAY-19 02.15.00 AM,0.61
06-MAY-19 01.30.00 AM,0.55
06-MAY-19 01.45.00 AM,0.4
06-MAY-19 01.00.00 AM,0.79
06-MAY-19 01.15.00 AM,0.72
06-MAY-19 12.30.00 AM,0.89
06-MAY-19 12.45.00 AM,0.77
06-MAY-19 12.15.00 AM,1.07
06-MAY-19 12.00.00 AM,1.07
06-MAY-19 12.05.00 AM,0.62
06-MAY-19 12.10.00 AM,0.91
06-MAY-19 12.00.00 AM,1.07
06-MAY-19 12.15.00 AM,1.07
06-MAY-19 11.45.00 PM,1.2
06-MAY-19 11.50.00 PM,0.77
06-MAY-19 11.55.00 PM,0.89
06-MAY-19 11.30.00 PM,1.34
06-MAY-19 11.00.00 PM,1.27
06-MAY-19 11.15.00 PM,1.28
06-MAY-19 10.30.00 PM,1.94
06-MAY-19 10.45.00 PM,1.38
06-MAY-19 10.00.00 PM,1.93
06-MAY-19 10.15.00 PM,1.69
06-MAY-19 09.30.00 PM,2.31
06-MAY-19 09.45.00 PM,2.61
06-MAY-19 09.00.00 PM,2.64
06-MAY-19 09.15.00 PM,2.33
06-MAY-19 08.45.00 PM,2.44
06-MAY-19 08.15.00 PM,3.02
06-MAY-19 08.30.00 PM,2.47
06-MAY-19 07.45.00 PM,2.26
06-MAY-19 08.00.00 PM,3.18
06-MAY-19 07.30.00 PM,2.3
06-MAY-19 07.00.00 PM,2.33
06-MAY-19 07.15.00 PM,2.92
06-MAY-19 06.45.00 PM,1.82
06-MAY-19 06.00.00 PM,1.54
06-MAY-19 06.15.00 PM,2.1
06-MAY-19 06.30.00 PM,1.33
06-MAY-19 05.45.00 PM,1.27
06-MAY-19 05.15.00 PM,1.97
06-MAY-19 05.30.00 PM,1.56
06-MAY-19 04.45.00 PM,2.8
06-MAY-19 05.00.00 PM,1.93
06-MAY-19 04.30.00 PM,3.27
06-MAY-19 04.00.00 PM,1.99
06-MAY-19 04.15.00 PM,1.99
06-MAY-19 03.45.00 PM,2.02
06-MAY-19 03.15.00 PM,1.58
06-MAY-19 03.30.00 PM,1.55
06-MAY-19 03.00.00 PM,1.37
06-MAY-19 02.30.00 PM,1.23
06-MAY-19 02.45.00 PM,1.35
06-MAY-19 02.00.00 PM,0.94
06-MAY-19 02.15.00 PM,1.43
06-MAY-19 01.30.00 PM,1.03
06-MAY-19 01.45.00 PM,1.05
06-MAY-19 01.00.00 PM,2.43
06-MAY-19 01.15.00 PM,1.69
07-MAY-19 11.45.00 PM,0.83
07-MAY-19 11.55.00 PM,0.91
07-MAY-19 11.50.00 PM,0.61
07-MAY-19 11.30.00 PM,1.28
07-MAY-19 11.00.00 PM,1.5
07-MAY-19 11.15.00 PM,1.5
07-MAY-19 10.45.00 PM,1.2
07-MAY-19 10.15.00 PM,1.48
07-MAY-19 10.30.00 PM,1.36
07-MAY-19 09.45.00 PM,3.28
07-MAY-19 10.00.00 PM,2.24
07-MAY-19 09.15.00 PM,3.28
07-MAY-19 09.30.00 PM,3.54
07-MAY-19 09.00.00 PM,2.9
07-MAY-19 08.30.00 PM,3.07
07-MAY-19 08.45.00 PM,3.6
07-MAY-19 08.00.00 PM,2.39
07-MAY-19 08.15.00 PM,2.76
07-MAY-19 07.45.00 PM,1.92
07-MAY-19 07.15.00 PM,1.42
07-MAY-19 07.30.00 PM,1.9
07-MAY-19 07.00.00 PM,1.76
07-MAY-19 06.45.00 PM,1.47
07-MAY-19 06.15.00 PM,1.68
07-MAY-19 06.30.00 PM,2.24
07-MAY-19 06.00.00 PM,1.12
07-MAY-19 05.45.00 PM,2.42
07-MAY-19 05.30.00 PM,1.71
07-MAY-19 05.00.00 PM,1.95
07-MAY-19 05.15.00 PM,2.06
07-MAY-19 04.45.00 PM,1.84
07-MAY-19 04.30.00 PM,1.53
07-MAY-19 04.00.00 PM,1.53
07-MAY-19 04.15.00 PM,1.9
07-MAY-19 03.45.00 PM,1.58
07-MAY-19 03.30.00 PM,1.58
07-MAY-19 03.15.00 PM,1.91
07-MAY-19 02.45.00 PM,1.92
07-MAY-19 03.00.00 PM,1.85
07-MAY-19 02.15.00 PM,1.11
07-MAY-19 02.30.00 PM,1.06
07-MAY-19 01.45.00 PM,0.97
07-MAY-19 02.00.00 PM,1.18
07-MAY-19 01.30.00 PM,1.21
07-MAY-19 01.00.00 PM,1.48
07-MAY-19 01.15.00 PM,1.31
07-MAY-19 12.30.00 PM,1.14
07-MAY-19 12.45.00 PM,1.31
07-MAY-19 12.15.00 PM,1.31
07-MAY-19 12.00.00 PM,1.17
07-MAY-19 11.45.00 AM,0.82
07-MAY-19 11.30.00 AM,0.93
07-MAY-19 11.00.00 AM,1.48
07-MAY-19 11.15.00 AM,1.85
07-MAY-19 10.45.00 AM,0.92
07-MAY-19 10.15.00 AM,1.49
07-MAY-19 10.30.00 AM,1.1
07-MAY-19 10.00.00 AM,1.18
07-MAY-19 09.30.00 AM,1.42
07-MAY-19 09.45.00 AM,1.16
07-MAY-19 09.00.00 AM,2.6
07-MAY-19 09.15.00 AM,1.76
07-MAY-19 08.30.00 AM,1.18
07-MAY-19 08.45.00 AM,1.72
07-MAY-19 08.15.00 AM,0.89
07-MAY-19 07.45.00 AM,1.46
07-MAY-19 08.00.00 AM,1.16
07-MAY-19 07.30.00 AM,0.88
07-MAY-19 07.15.00 AM,0.55
07-MAY-19 06.45.00 AM,0.4
07-MAY-19 07.00.00 AM,0.35
07-MAY-19 06.30.00 AM,0.45
07-MAY-19 06.15.00 AM,0.73
07-MAY-19 06.00.00 AM,0.46
07-MAY-19 05.30.00 AM,0.29
07-MAY-19 05.45.00 AM,0.19
07-MAY-19 05.00.00 AM,0.36
07-MAY-19 05.15.00 AM,0.38
07-MAY-19 04.45.00 AM,0.33
07-MAY-19 04.15.00 AM,0.3
07-MAY-19 04.30.00 AM,0.25
07-MAY-19 03.45.00 AM,0.47
07-MAY-19 04.00.00 AM,0.42
07-MAY-19 03.15.00 AM,0.56
07-MAY-19 03.30.00 AM,0.37
07-MAY-19 03.00.00 AM,0.42
07-MAY-19 02.30.00 AM,0.51
07-MAY-19 02.45.00 AM,0.57
07-MAY-19 02.15.00 AM,0.93
07-MAY-19 01.45.00 AM,0.61
07-MAY-19 02.00.00 AM,0.76
07-MAY-19 01.15.00 AM,0.62
07-MAY-19 01.30.00 AM,0.71
07-MAY-19 12.45.00 AM,0.9
07-MAY-19 01.00.00 AM,0.62
07-MAY-19 12.30.00 AM,0.71
07-MAY-19 12.05.00 AM,0.56
07-MAY-19 12.10.00 AM,0.76
07-MAY-19 12.15.00 AM,0.74
07-MAY-19 12.15.00 AM,0.74
07-MAY-19 12.00.00 AM,1.11
07-MAY-19 12.00.00 AM,1.11
08-MAY-19 10.30.00 AM,1.61
08-MAY-19 10.15.00 AM,1.77
08-MAY-19 10.00.00 AM,1.72
08-MAY-19 09.45.00 AM,1.85
08-MAY-19 09.30.00 AM,1.67
08-MAY-19 09.15.00 AM,1.25
08-MAY-19 09.00.00 AM,1.01
08-MAY-19 08.45.00 AM,1.21
08-MAY-19 08.30.00 AM,1.29
08-MAY-19 08.15.00 AM,1.7
08-MAY-19 08.00.00 AM,0.89
08-MAY-19 07.30.00 AM,1.01
08-MAY-19 07.45.00 AM,1.19
08-MAY-19 07.15.00 AM,0.87
08-MAY-19 06.45.00 AM,0.55
08-MAY-19 07.00.00 AM,1.25
08-MAY-19 06.15.00 AM,0.72
08-MAY-19 06.30.00 AM,0.52
08-MAY-19 05.45.00 AM,0.32
08-MAY-19 06.00.00 AM,0.47
08-MAY-19 05.30.00 AM,0.41
08-MAY-19 05.00.00 AM,0.21
08-MAY-19 05.15.00 AM,0.45
08-MAY-19 04.30.00 AM,0.17
08-MAY-19 04.45.00 AM,0.23
08-MAY-19 04.15.00 AM,0.46
08-MAY-19 03.45.00 AM,0.5
08-MAY-19 04.00.00 AM,0.45
08-MAY-19 03.15.00 AM,0.39
08-MAY-19 03.30.00 AM,0.32
08-MAY-19 03.00.00 AM,0.33
08-MAY-19 02.30.00 AM,0.4
08-MAY-19 02.45.00 AM,0.26
08-MAY-19 02.00.00 AM,0.44
08-MAY-19 02.15.00 AM,0.47
08-MAY-19 01.45.00 AM,0.48
08-MAY-19 01.15.00 AM,0.56
08-MAY-19 01.30.00 AM,0.51
08-MAY-19 12.45.00 AM,0.62
08-MAY-19 01.00.00 AM,0.66
08-MAY-19 12.30.00 AM,0.86
08-MAY-19 12.00.00 AM,1.05
08-MAY-19 12.00.00 AM,1.05
08-MAY-19 12.15.00 AM,0.83
08-MAY-19 11.45.00 PM,1.09
08-MAY-19 11.50.00 PM,0.61
08-MAY-19 11.55.00 PM,0.83
08-MAY-19 11.15.00 PM,1.61
08-MAY-19 11.30.00 PM,0.92
08-MAY-19 11.00.00 PM,1.58
08-MAY-19 10.45.00 PM,1.98
08-MAY-19 10.15.00 PM,2.08
08-MAY-19 10.30.00 PM,1.73
08-MAY-19 09.45.00 PM,3.58
08-MAY-19 10.00.00 PM,3.92
08-MAY-19 09.30.00 PM,3.45
08-MAY-19 09.00.00 PM,2.55
08-MAY-19 09.15.00 PM,2.93
08-MAY-19 08.30.00 PM,2.8
08-MAY-19 08.45.00 PM,2.08
08-MAY-19 08.00.00 PM,2.06
08-MAY-19 08.15.00 PM,2.97
08-MAY-19 07.45.00 PM,2.01
08-MAY-19 07.30.00 PM,2.27
08-MAY-19 07.00.00 PM,2.26
08-MAY-19 07.15.00 PM,1.64
08-MAY-19 06.45.00 PM,1.92
08-MAY-19 06.15.00 PM,1.62
08-MAY-19 06.30.00 PM,1.77
08-MAY-19 06.00.00 PM,1.46
08-MAY-19 05.30.00 PM,1.84
08-MAY-19 05.45.00 PM,1.5
08-MAY-19 05.00.00 PM,2.03
08-MAY-19 05.15.00 PM,1.73
08-MAY-19 04.45.00 PM,2.29
08-MAY-19 04.15.00 PM,2.91
08-MAY-19 04.30.00 PM,1.65
08-MAY-19 04.00.00 PM,1.86
08-MAY-19 03.45.00 PM,1.55
08-MAY-19 03.30.00 PM,1.19
08-MAY-19 03.00.00 PM,1.27
08-MAY-19 03.15.00 PM,1.97
08-MAY-19 02.30.00 PM,1.28
08-MAY-19 02.45.00 PM,1.2
08-MAY-19 02.00.00 PM,1.98
08-MAY-19 02.15.00 PM,1.69
08-MAY-19 01.45.00 PM,1.43
08-MAY-19 01.15.00 PM,0.95
08-MAY-19 01.30.00 PM,1.32
08-MAY-19 01.00.00 PM,1
08-MAY-19 12.30.00 PM,1.02
08-MAY-19 12.45.00 PM,1.7
08-MAY-19 12.15.00 PM,1.29
08-MAY-19 12.00.00 PM,2.22
08-MAY-19 11.30.00 AM,1.25
08-MAY-19 11.45.00 AM,0.84
08-MAY-19 11.00.00 AM,1.77
08-MAY-19 11.15.00 AM,1.31
08-MAY-19 10.45.00 AM,1.37
09-MAY-19 11.55.00 PM,1.26
09-MAY-19 11.45.00 PM,1.18
09-MAY-19 11.50.00 PM,0.75
09-MAY-19 11.15.00 PM,1.9
09-MAY-19 11.30.00 PM,1.16
09-MAY-19 11.00.00 PM,1.63
09-MAY-19 10.30.00 PM,1.83
09-MAY-19 10.45.00 PM,2.26
09-MAY-19 10.00.00 PM,2.56
09-MAY-19 10.15.00 PM,2.86
09-MAY-19 09.30.00 PM,2.64
09-MAY-19 09.45.00 PM,3.04
09-MAY-19 09.15.00 PM,2.62
09-MAY-19 08.45.00 PM,2.51
09-MAY-19 09.00.00 PM,3.34
09-MAY-19 08.15.00 PM,2.91
09-MAY-19 08.30.00 PM,2.45
09-MAY-19 08.00.00 PM,3.22
09-MAY-19 07.30.00 PM,2.75
09-MAY-19 07.45.00 PM,2.79
09-MAY-19 07.00.00 PM,1.47
09-MAY-19 07.15.00 PM,2.13
09-MAY-19 06.30.00 PM,3.02
09-MAY-19 06.45.00 PM,1.76
09-MAY-19 06.15.00 PM,1.61
09-MAY-19 05.45.00 PM,1.15
09-MAY-19 06.00.00 PM,1.69
09-MAY-19 05.15.00 PM,1.82
09-MAY-19 05.30.00 PM,1.8
09-MAY-19 05.00.00 PM,2.67
09-MAY-19 04.45.00 PM,2.11
09-MAY-19 04.15.00 PM,2.59
09-MAY-19 04.30.00 PM,2.77
09-MAY-19 04.00.00 PM,2.82
09-MAY-19 03.30.00 PM,1.77
09-MAY-19 03.45.00 PM,2.31
09-MAY-19 03.00.00 PM,1.66
09-MAY-19 03.15.00 PM,1.46
09-MAY-19 02.45.00 PM,1.24
09-MAY-19 02.30.00 PM,1.48
09-MAY-19 02.00.00 PM,1.33
09-MAY-19 02.15.00 PM,1.46
09-MAY-19 01.30.00 PM,1.45
09-MAY-19 01.45.00 PM,1.64
09-MAY-19 01.00.00 PM,1.7
09-MAY-19 01.15.00 PM,2.1
09-MAY-19 12.45.00 PM,1.33
09-MAY-19 12.30.00 PM,1.11
09-MAY-19 12.00.00 PM,1.68
09-MAY-19 12.15.00 PM,1.6
09-MAY-19 11.45.00 AM,1.73
09-MAY-19 11.30.00 AM,1.43
09-MAY-19 11.15.00 AM,1.51
09-MAY-19 11.00.00 AM,1.9
09-MAY-19 10.30.00 AM,3.23
09-MAY-19 10.45.00 AM,2.86
09-MAY-19 10.15.00 AM,2.72
09-MAY-19 10.00.00 AM,1.38
09-MAY-19 09.45.00 AM,1.14
09-MAY-19 09.30.00 AM,1.67
09-MAY-19 09.25.00 AM,1.69
09-MAY-19 09.30.00 AM,1.67
09-MAY-19 09.20.00 AM,1.16
09-MAY-19 09.00.00 AM,2.3
09-MAY-19 09.15.00 AM,2.11
09-MAY-19 08.30.00 AM,1.06
09-MAY-19 08.45.00 AM,1.34
09-MAY-19 08.15.00 AM,1.58
09-MAY-19 08.00.00 AM,1.15
09-MAY-19 07.30.00 AM,0.72
09-MAY-19 07.45.00 AM,1.21
09-MAY-19 07.00.00 AM,1
09-MAY-19 07.15.00 AM,0.73
09-MAY-19 06.45.00 AM,0.93
09-MAY-19 06.30.00 AM,0.47
09-MAY-19 06.15.00 AM,0.42
09-MAY-19 06.00.00 AM,0.36
09-MAY-19 05.45.00 AM,0.22
09-MAY-19 05.30.00 AM,0.26
09-MAY-19 05.00.00 AM,0.29
09-MAY-19 05.15.00 AM,0.39
09-MAY-19 04.45.00 AM,0.23
09-MAY-19 04.30.00 AM,0.52
09-MAY-19 04.00.00 AM,0.41
09-MAY-19 04.15.00 AM,0.45
09-MAY-19 03.30.00 AM,0.25
09-MAY-19 03.45.00 AM,0.49
09-MAY-19 03.15.00 AM,0.34
09-MAY-19 02.45.00 AM,0.42
09-MAY-19 03.00.00 AM,0.55
09-MAY-19 02.15.00 AM,0.74
09-MAY-19 02.30.00 AM,0.44
09-MAY-19 02.00.00 AM,0.93
09-MAY-19 01.30.00 AM,0.5
09-MAY-19 01.45.00 AM,0.59
09-MAY-19 01.00.00 AM,0.59
09-MAY-19 01.15.00 AM,0.54
09-MAY-19 12.45.00 AM,0.69
09-MAY-19 12.15.00 AM,0.73
09-MAY-19 12.30.00 AM,0.63
09-MAY-19 12.00.00 AM,0.89
09-MAY-19 12.00.00 AM,0.89
10-MAY-19 11.45.00 PM,1.63
10-MAY-19 11.50.00 PM,1.05
10-MAY-19 11.55.00 PM,1.41
10-MAY-19 11.30.00 PM,1.89
10-MAY-19 11.00.00 PM,2.19
10-MAY-19 11.15.00 PM,2.59
10-MAY-19 10.45.00 PM,2.34
10-MAY-19 10.15.00 PM,2.42
10-MAY-19 10.30.00 PM,2.27
10-MAY-19 09.45.00 PM,2.97
10-MAY-19 10.00.00 PM,3.27
10-MAY-19 09.15.00 PM,3.18
10-MAY-19 09.30.00 PM,2.43
10-MAY-19 09.00.00 PM,2.72
10-MAY-19 08.30.00 PM,2.72
10-MAY-19 08.45.00 PM,2.42
10-MAY-19 08.00.00 PM,1.89
10-MAY-19 08.15.00 PM,2.34
10-MAY-19 07.45.00 PM,2.09
10-MAY-19 07.30.00 PM,2
10-MAY-19 07.15.00 PM,2.25
10-MAY-19 06.45.00 PM,2.23
10-MAY-19 07.00.00 PM,2.29
10-MAY-19 06.30.00 PM,1.8
10-MAY-19 06.15.00 PM,1.93
10-MAY-19 06.00.00 PM,1.3
10-MAY-19 05.45.00 PM,0.99
10-MAY-19 05.15.00 PM,1.61
10-MAY-19 05.30.00 PM,1.24
10-MAY-19 05.00.00 PM,1.66
10-MAY-19 04.45.00 PM,1.49
10-MAY-19 04.15.00 PM,1.98
10-MAY-19 04.30.00 PM,1.27
10-MAY-19 04.00.00 PM,1.37
10-MAY-19 03.45.00 PM,1.77
10-MAY-19 03.15.00 PM,1.45
10-MAY-19 03.30.00 PM,1.26
10-MAY-19 03.00.00 PM,1.31
10-MAY-19 02.30.00 PM,1.81
10-MAY-19 02.45.00 PM,1.27
10-MAY-19 02.15.00 PM,1.6
10-MAY-19 02.00.00 PM,1.31
10-MAY-19 01.45.00 PM,1.39
10-MAY-19 01.30.00 PM,1.16
10-MAY-19 01.15.00 PM,1.33
10-MAY-19 12.45.00 PM,1.25
10-MAY-19 01.00.00 PM,1.42
10-MAY-19 12.15.00 PM,1.2
10-MAY-19 12.30.00 PM,1.37
10-MAY-19 12.00.00 PM,1.25
10-MAY-19 11.45.00 AM,0.9
10-MAY-19 11.30.00 AM,1.28
10-MAY-19 11.15.00 AM,1.23
10-MAY-19 11.00.00 AM,0.91
10-MAY-19 10.45.00 AM,1.59
10-MAY-19 10.30.00 AM,1.22
10-MAY-19 10.15.00 AM,1.46
10-MAY-19 10.00.00 AM,1.3
10-MAY-19 09.45.00 AM,1.23
10-MAY-19 09.30.00 AM,1.49
10-MAY-19 09.15.00 AM,1.31
10-MAY-19 09.00.00 AM,1.15
10-MAY-19 08.45.00 AM,1.64
10-MAY-19 08.15.00 AM,1.1
10-MAY-19 08.30.00 AM,0.88
10-MAY-19 08.00.00 AM,1.36
10-MAY-19 07.45.00 AM,0.94
10-MAY-19 07.30.00 AM,1.14
10-MAY-19 07.00.00 AM,0.87
10-MAY-19 07.15.00 AM,0.94
10-MAY-19 06.30.00 AM,0.37
10-MAY-19 06.45.00 AM,0.38
10-MAY-19 06.00.00 AM,1.13
10-MAY-19 06.15.00 AM,0.52
10-MAY-19 05.45.00 AM,0.53
10-MAY-19 05.15.00 AM,0.19
10-MAY-19 05.30.00 AM,0.12
10-MAY-19 04.45.00 AM,0.15
10-MAY-19 05.00.00 AM,0.26
10-MAY-19 04.15.00 AM,0.25
10-MAY-19 04.30.00 AM,0.19
10-MAY-19 04.00.00 AM,0.32
10-MAY-19 03.30.00 AM,0.33
10-MAY-19 03.45.00 AM,0.27
10-MAY-19 03.00.00 AM,0.38
10-MAY-19 03.15.00 AM,0.31
10-MAY-19 02.45.00 AM,0.24
10-MAY-19 02.15.00 AM,0.97
10-MAY-19 02.30.00 AM,0.4
10-MAY-19 02.00.00 AM,0.39
10-MAY-19 01.30.00 AM,0.32
10-MAY-19 01.45.00 AM,0.37
10-MAY-19 01.00.00 AM,0.53
10-MAY-19 01.15.00 AM,0.4
10-MAY-19 12.30.00 AM,0.53
10-MAY-19 12.45.00 AM,0.67
10-MAY-19 12.15.00 AM,1.03
10-MAY-19 12.00.00 AM,1.21
10-MAY-19 12.00.00 AM,1.21
11-MAY-19 11.50.00 PM,1.01
11-MAY-19 11.55.00 PM,1.3
11-MAY-19 11.30.00 PM,1.21
11-MAY-19 11.45.00 PM,1.53
11-MAY-19 11.00.00 PM,1.71
11-MAY-19 11.15.00 PM,1.39
11-MAY-19 10.45.00 PM,1.51
11-MAY-19 10.15.00 PM,1.53
11-MAY-19 10.30.00 PM,1.49
11-MAY-19 09.45.00 PM,2.45
11-MAY-19 10.00.00 PM,2.7
11-MAY-19 09.30.00 PM,3.43
11-MAY-19 09.00.00 PM,2.93
11-MAY-19 09.15.00 PM,2.91
11-MAY-19 08.30.00 PM,2.17
11-MAY-19 08.45.00 PM,2.08
11-MAY-19 08.15.00 PM,1.39
11-MAY-19 08.00.00 PM,1.8
11-MAY-19 07.30.00 PM,2.13
11-MAY-19 07.45.00 PM,1.99
11-MAY-19 07.00.00 PM,1.82
11-MAY-19 07.15.00 PM,2.17
11-MAY-19 06.45.00 PM,1.71
11-MAY-19 06.15.00 PM,1.57
11-MAY-19 06.30.00 PM,1.56
11-MAY-19 05.45.00 PM,1.34
11-MAY-19 06.00.00 PM,2.01
11-MAY-19 05.30.00 PM,1.36
11-MAY-19 05.00.00 PM,2.34
11-MAY-19 05.15.00 PM,1.68
11-MAY-19 04.30.00 PM,1.38
11-MAY-19 04.45.00 PM,1.59
11-MAY-19 04.15.00 PM,1.54
11-MAY-19 03.45.00 PM,1.24
11-MAY-19 04.00.00 PM,1.52
11-MAY-19 03.30.00 PM,1.02
11-MAY-19 03.15.00 PM,1.19
11-MAY-19 03.00.00 PM,0.99
11-MAY-19 02.45.00 PM,1.24
11-MAY-19 02.30.00 PM,1.07
11-MAY-19 02.00.00 PM,1.16
11-MAY-19 02.15.00 PM,1.16
11-MAY-19 01.45.00 PM,1.5
11-MAY-19 01.15.00 PM,1.11
11-MAY-19 01.30.00 PM,1.37
11-MAY-19 12.45.00 PM,1.42
11-MAY-19 01.00.00 PM,1.41
11-MAY-19 12.15.00 PM,1.14
11-MAY-19 12.30.00 PM,1.05
11-MAY-19 12.00.00 PM,1.16
11-MAY-19 11.45.00 AM,1.26
11-MAY-19 11.15.00 AM,1.92
11-MAY-19 11.30.00 AM,1.72
11-MAY-19 10.45.00 AM,1.07
11-MAY-19 11.00.00 AM,1.52
11-MAY-19 10.30.00 AM,1.2
11-MAY-19 10.00.00 AM,1.43
11-MAY-19 10.15.00 AM,1.39
11-MAY-19 09.30.00 AM,2.08
11-MAY-19 09.45.00 AM,0.97
11-MAY-19 09.00.00 AM,1.12
11-MAY-19 09.15.00 AM,1.78
11-MAY-19 08.45.00 AM,1.26
11-MAY-19 08.30.00 AM,0.88
11-MAY-19 08.15.00 AM,1.37
11-MAY-19 08.00.00 AM,1.06
11-MAY-19 07.45.00 AM,0.97
11-MAY-19 07.15.00 AM,0.58
11-MAY-19 07.30.00 AM,0.75
11-MAY-19 06.45.00 AM,0.37
11-MAY-19 07.00.00 AM,0.55
11-MAY-19 06.15.00 AM,0.32
11-MAY-19 06.30.00 AM,0.37
11-MAY-19 06.00.00 AM,0.34
11-MAY-19 05.30.00 AM,0.35
11-MAY-19 05.45.00 AM,0.29
11-MAY-19 05.00.00 AM,0.45
11-MAY-19 05.15.00 AM,0.47
11-MAY-19 04.45.00 AM,0.19
11-MAY-19 04.15.00 AM,0.34
11-MAY-19 04.30.00 AM,0.26
11-MAY-19 03.45.00 AM,0.3
11-MAY-19 04.00.00 AM,0.37
11-MAY-19 03.15.00 AM,0.41
11-MAY-19 03.30.00 AM,0.3
11-MAY-19 02.45.00 AM,0.31
11-MAY-19 03.00.00 AM,0.3
11-MAY-19 02.15.00 AM,0.56
11-MAY-19 02.30.00 AM,0.29
11-MAY-19 02.00.00 AM,0.52
11-MAY-19 01.30.00 AM,0.54
11-MAY-19 01.45.00 AM,0.47
11-MAY-19 01.00.00 AM,0.73
11-MAY-19 01.15.00 AM,0.65
11-MAY-19 12.30.00 AM,0.86
11-MAY-19 12.45.00 AM,0.67
11-MAY-19 12.15.00 AM,1.04
11-MAY-19 12.00.00 AM,1.7
11-MAY-19 12.15.00 AM,1.04
11-MAY-19 12.05.00 AM,0.7
11-MAY-19 12.10.00 AM,1.04
11-MAY-19 12.00.00 AM,1.7
12-MAY-19 11.45.00 PM,1.22
12-MAY-19 11.50.00 PM,0.8
12-MAY-19 11.55.00 PM,0.85
12-MAY-19 11.15.00 PM,1.8
12-MAY-19 11.30.00 PM,1.42
12-MAY-19 10.45.00 PM,1.7
12-MAY-19 11.00.00 PM,1.31
12-MAY-19 10.15.00 PM,2
12-MAY-19 10.30.00 PM,1.33
12-MAY-19 10.00.00 PM,2.9
12-MAY-19 09.30.00 PM,2.49
12-MAY-19 09.45.00 PM,2.14
12-MAY-19 09.00.00 PM,2.2
12-MAY-19 09.15.00 PM,2.89
12-MAY-19 08.45.00 PM,3.13
12-MAY-19 08.15.00 PM,2.3
12-MAY-19 08.30.00 PM,3.23
12-MAY-19 07.45.00 PM,2.31
12-MAY-19 08.00.00 PM,2.29
12-MAY-19 07.30.00 PM,2.32
12-MAY-19 07.00.00 PM,1.82
12-MAY-19 07.15.00 PM,2.07
12-MAY-19 06.45.00 PM,1.97
12-MAY-19 06.30.00 PM,2.92
12-MAY-19 06.15.00 PM,2.89
12-MAY-19 06.00.00 PM,2.9
12-MAY-19 05.45.00 PM,1.59
12-MAY-19 05.15.00 PM,1.56
12-MAY-19 05.30.00 PM,1.45
12-MAY-19 05.00.00 PM,1.75
12-MAY-19 04.45.00 PM,1.67
12-MAY-19 04.15.00 PM,1.87
12-MAY-19 04.30.00 PM,1.79
12-MAY-19 03.45.00 PM,2.11
12-MAY-19 04.00.00 PM,1.93
12-MAY-19 03.30.00 PM,2.17
12-MAY-19 03.00.00 PM,2.56
12-MAY-19 03.15.00 PM,1.91
12-MAY-19 02.30.00 PM,2.11
12-MAY-19 02.45.00 PM,1.65
12-MAY-19 02.00.00 PM,2.16
12-MAY-19 02.15.00 PM,1.78
12-MAY-19 01.45.00 PM,1.78
12-MAY-19 01.15.00 PM,2.15
12-MAY-19 01.30.00 PM,2.7
12-MAY-19 01.00.00 PM,2.02
